id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,montant_brut,chiffre_affaires,taux_marge,marge_brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD103875,2025-09-17,C0346,Libreville,Beauté,Produit_Beauté_33,26.54,1,0.02,9.79,Virement,Google Ads,6.38,Livrée,26.54,26.0092,0.5,13.0046,-3.165399999999999,2025-09,0,12,3085.6225
CMD103876,2025-11-06,C1482,Douala,Maison,Produit_Maison_38,50.0,2,0.1,4.4,Virement,Google Ads,3.3,Annulée,100.0,0.0,0.3,0.0,-3.3,2025-11,0,1,0.0
CMD103877,2025-10-16,C0207,Abidjan,Électronique,Produit_Électronique_23,362.86,1,0.12,5.44,Carte,Instagram Ads,9.68,Livrée,362.86,319.3168,0.15,47.89752,32.77752,2025-10,0,21,7833.8204000000005
CMD103878,2025-07-26,C0089,Douala,Beauté,Produit_Beauté_20,22.44,2,0.26,5.71,Virement,Instagram Ads,5.61,Livrée,44.88,33.2112,0.5,16.6056,5.285599999999998,2025-07,0,18,4294.8509
CMD103879,2025-08-20,C0571,Brazzaville,Beauté,Produit_Beauté_16,27.18,2,0.02,5.88,Mobile Money,Google Ads,3.24,Livrée,54.36,53.2728,0.5,26.6364,17.516399999999997,2025-08,0,3,1122.7544
CMD103880,2025-07-08,C0205,Dakar,Maison,Produit_Maison_1,161.94,1,0.1,4.2,Paiement à la livraison,Instagram Ads,5.3,Livrée,161.94,145.746,0.3,43.723800000000004,34.223800000000004,2025-07,0,21,4290.3506
CMD103881,2025-08-31,C0051,Abidjan,Électronique,Produit_Électronique_4,490.63,2,0.06,2.26,Paiement à la livraison,Instagram Ads,10.39,Livrée,981.26,922.3843999999999,0.15,138.35765999999998,125.70765999999999,2025-08,0,17,8824.399
CMD103882,2025-07-15,C0031,Kinshasa,Électronique,Produit_Électronique_7,319.19,1,0.14,5.52,Mobile Money,Instagram Ads,11.75,Livrée,319.19,274.5034,0.15,41.175509999999996,23.905509999999992,2025-07,0,17,3852.863
CMD103883,2025-11-30,C0303,Abidjan,Électronique,Produit_Électronique_6,511.72,2,0.09,5.03,Carte,Instagram Ads,14.94,Livrée,1023.44,931.3304,0.15,139.69956,119.72955999999999,2025-11,0,16,3770.6794
CMD103884,2025-07-23,C0066,Douala,Mode,Produit_Mode_8,38.24,3,0.15,8.92,Paiement à la livraison,Instagram Ads,12.32,Livrée,114.72,97.512,0.45,43.8804,22.6404,2025-07,0,14,1246.4402
CMD103885,2025-08-31,C0353,Kinshasa,Électronique,Produit_Électronique_38,365.51,2,0.04,9.11,Carte,Google Ads,4.44,Livrée,731.02,701.7792,0.15,105.26687999999999,91.71687999999999,2025-08,0,22,5303.4014
CMD103886,2025-10-28,C1136,Abidjan,Électronique,Produit_Électronique_41,413.52,1,0.09,8.63,Carte,Influenceur,11.23,Livrée,413.52,376.3032,0.15,56.445479999999996,36.58547999999999,2025-10,0,3,2709.0042
CMD103889,2025-11-26,C1731,Dakar,Mode,Produit_Mode_34,27.0,1,0.13,7.62,Paiement à la livraison,Influenceur,14.69,Livrée,27.0,23.49,0.45,10.5705,-11.7395,2025-11,0,1,23.49
CMD103890,2025-09-23,C1886,Lomé,Électronique,Produit_Électronique_5,431.38,3,0.17,2.39,Carte,Instagram Ads,8.71,Retournée,1294.1399999999999,1074.1362,0.15,161.12042999999997,150.02042999999998,2025-09,1,2,1212.0701999999999
CMD103891,2025-08-22,C0697,Abidjan,Beauté,Produit_Beauté_46,29.67,1,0.03,7.18,Mobile Money,Google Ads,4.36,Livrée,29.67,28.7799,0.5,14.38995,2.8499500000000006,2025-08,0,3,232.75560000000002
CMD103892,2025-07-31,C0085,Kinshasa,Beauté,Produit_Beauté_34,41.34,1,0.03,6.13,Paiement à la livraison,Influenceur,14.4,Livrée,41.34,40.0998,0.5,20.0499,-0.4800999999999984,2025-07,0,17,4530.4989
CMD103893,2025-07-01,C0399,Douala,Mode,Produit_Mode_30,46.72,3,0.17,4.59,Mobile Money,Google Ads,5.59,Livrée,140.16,116.33279999999999,0.45,52.349759999999996,42.16976,2025-07,0,19,4144.5265
CMD103894,2025-07-29,C0216,Douala,Beauté,Produit_Beauté_50,12.06,3,0.0,2.0,Carte,Influenceur,9.29,Livrée,36.18,36.18,0.5,18.09,6.800000000000001,2025-07,0,14,4275.9728000000005
CMD103896,2025-11-30,C1204,Dakar,Électronique,Produit_Électronique_17,473.93,2,0.13,4.78,Paiement à la livraison,Instagram Ads,12.71,Livrée,947.86,824.6382,0.15,123.69573,106.20572999999999,2025-11,0,3,1176.3665999999998
CMD103897,2025-11-01,C0061,Douala,Électronique,Produit_Électronique_3,626.54,2,0.06,2.51,Mobile Money,Instagram Ads,6.39,Livrée,1253.08,1177.8952,0.15,176.68427999999997,167.78428,2025-11,0,23,4493.7559
CMD103898,2025-10-23,C1146,Cotonou,Électronique,Produit_Électronique_12,504.09,1,0.02,6.75,Carte,Google Ads,5.45,Livrée,504.09,494.0082,0.15,74.10123,61.90123,2025-10,0,3,1482.2676000000001
CMD103899,2025-09-12,C0344,Lomé,Maison,Produit_Maison_23,84.72,3,0.04,7.62,Virement,Email,1.7,Livrée,254.16,243.9936,0.3,73.19807999999999,63.87807999999998,2025-09,0,25,4361.9906
CMD103900,2025-10-28,C1025,Brazzaville,Électronique,Produit_Électronique_42,50.0,3,0.12,6.0,Mobile Money,Instagram Ads,11.88,Retournée,150.0,132.0,0.15,19.8,1.92,2025-10,1,2,143.5166
CMD103901,2025-09-04,C0600,Kinshasa,Beauté,Produit_Beauté_14,21.27,3,0.21,5.88,Mobile Money,Instagram Ads,10.0,Livrée,63.81,50.40990000000001,0.5,25.204950000000004,9.324950000000005,2025-09,0,5,408.9751
CMD103902,2025-10-10,C0332,Dakar,Beauté,Produit_Beauté_26,24.72,1,0.06,7.01,Carte,Email,1.78,Livrée,24.72,23.2368,0.5,11.6184,2.8283999999999994,2025-10,0,19,3746.0865
CMD103903,2025-11-27,C0196,Kinshasa,Beauté,Produit_Beauté_36,34.93,1,0.09,9.14,Paiement à la livraison,Influenceur,17.06,Livrée,34.93,31.7863,0.5,15.89315,-10.306849999999999,2025-11,0,19,5367.5336
CMD103904,2025-09-29,C0531,Abidjan,Mode,Produit_Mode_2,57.29,2,0.16,4.63,Paiement à la livraison,Google Ads,5.21,Livrée,114.58,96.24719999999999,0.45,43.31124,33.471239999999995,2025-09,0,5,199.5864
CMD103905,2025-10-08,C1397,Kinshasa,Électronique,Produit_Électronique_28,353.66,3,0.06,2.08,Carte,Influenceur,4.27,Livrée,1060.98,997.3212,0.15,149.59817999999999,143.24817999999996,2025-10,0,2,1904.8152
CMD103906,2025-12-06,C0503,Libreville,Mode,Produit_Mode_45,18.46,3,0.25,7.64,Virement,Instagram Ads,5.69,Livrée,55.38,41.535000000000004,0.45,18.69075,5.36075,2025-12,0,7,400.99319999999994
CMD103907,2025-08-06,C0028,Abidjan,Beauté,Produit_Beauté_20,37.24,2,0.08,7.52,Paiement à la livraison,Google Ads,6.38,Livrée,74.48,68.5216,0.5,34.2608,20.360800000000005,2025-08,0,15,5131.5617
CMD103908,2025-08-07,C0002,Dakar,Électronique,Produit_Électronique_14,339.01,1,0.19,4.66,Carte,Instagram Ads,6.51,Livrée,339.01,274.5981,0.15,41.189715,30.019714999999998,2025-08,0,24,7402.1561
CMD103909,2025-08-20,C0332,Douala,Maison,Produit_Maison_19,103.19,1,0.09,4.71,Mobile Money,Google Ads,3.43,Livrée,103.19,93.9029,0.3,28.17087,20.03087,2025-08,0,19,3746.0865
CMD103910,2025-08-24,C1423,Douala,Mode,Produit_Mode_37,9.8,3,0.17,5.28,Mobile Money,Email,1.27,Annulée,29.400000000000002,0.0,0.45,0.0,-1.27,2025-08,0,3,160.7672
CMD103911,2025-08-05,C0149,Kinshasa,Mode,Produit_Mode_2,49.01,1,0.07,9.79,Mobile Money,Instagram Ads,8.56,Livrée,49.01,45.579299999999996,0.45,20.510685,2.160684999999999,2025-08,0,12,3052.3871999999997
CMD103912,2025-07-03,C0054,Abidjan,Beauté,Produit_Beauté_1,6.3,3,0.21,5.32,Carte,Instagram Ads,7.38,Livrée,18.9,14.931,0.5,7.4655,-5.234500000000001,2025-07,0,22,8086.615199999999
CMD103913,2025-09-19,C0095,Kinshasa,Mode,Produit_Mode_5,55.38,2,0.08,8.84,Virement,Instagram Ads,14.19,Livrée,110.76,101.89920000000001,0.45,45.85464,22.824640000000002,2025-09,0,24,5285.102
CMD103914,2025-10-05,C0186,Cotonou,Mode,Produit_Mode_45,36.42,1,0.18,4.35,Paiement à la livraison,Google Ads,3.98,Livrée,36.42,29.864400000000003,0.45,13.438980000000003,5.1089800000000025,2025-10,0,14,4489.9932
CMD103915,2025-09-13,C0125,Kinshasa,Beauté,Produit_Beauté_15,12.13,3,0.08,7.67,Virement,Email,0.99,Livrée,36.39,33.4788,0.5,16.7394,8.0794,2025-09,0,19,2227.1097
CMD103916,2025-09-18,C0047,Abidjan,Électronique,Produit_Électronique_8,456.23,1,0.07,4.93,Carte,Instagram Ads,13.31,Retournée,456.23,424.2939,0.15,63.644085,45.404084999999995,2025-09,1,16,4201.7631
CMD103917,2025-09-09,C0861,Abidjan,Mode,Produit_Mode_32,30.19,3,0.23,4.65,Mobile Money,Instagram Ads,5.05,Livrée,90.57000000000001,69.7389,0.45,31.382505000000002,21.682505000000003,2025-09,0,1,69.7389
CMD103918,2025-11-07,C1198,Libreville,Électronique,Produit_Électronique_21,50.0,2,0.07,3.81,Carte,Google Ads,5.7,Livrée,100.0,93.0,0.15,13.95,4.439999999999999,2025-11,0,2,766.5552
CMD103919,2025-10-29,C0172,Kinshasa,Mode,Produit_Mode_9,58.76,1,0.19,2.85,Carte,Instagram Ads,8.67,Livrée,58.76,47.595600000000005,0.45,21.418020000000002,9.89802,2025-10,0,19,4020.6321
CMD103920,2025-11-17,C1855,Kinshasa,Électronique,Produit_Électronique_9,344.98,2,0.1,4.87,Carte,Instagram Ads,7.73,Livrée,689.96,620.964,0.15,93.14460000000001,80.5446,2025-11,0,3,717.964
CMD103921,2025-08-29,C0391,Kinshasa,Mode,Produit_Mode_22,55.22,3,0.24,7.55,Carte,Instagram Ads,13.72,Livrée,165.66,125.9016,0.45,56.65572,35.385720000000006,2025-08,0,13,4942.0188
CMD103922,2025-10-01,C0192,Lomé,Maison,Produit_Maison_49,198.42,1,0.07,9.85,Carte,Google Ads,5.2,Livrée,198.42,184.53059999999996,0.3,55.35917999999999,40.309179999999984,2025-10,0,18,4710.5909
CMD103923,2025-12-19,C0945,Kinshasa,Maison,Produit_Maison_10,88.07,2,0.1,4.99,Carte,Google Ads,4.61,Livrée,176.14,158.52599999999998,0.3,47.55779999999999,37.95779999999999,2025-12,0,2,347.5294
CMD103924,2025-09-14,C0891,Brazzaville,Électronique,Produit_Électronique_50,480.16,1,0.06,9.73,Virement,Influenceur,7.09,Livrée,480.16,451.3504,0.15,67.70255999999999,50.882559999999984,2025-09,0,8,1493.1255999999998
CMD103925,2025-09-10,C0236,Cotonou,Beauté,Produit_Beauté_23,19.0,2,0.19,3.05,Carte,Instagram Ads,6.83,Livrée,38.0,30.78,0.5,15.39,5.51,2025-09,0,17,6270.5898
CMD103926,2025-07-17,C0013,Lomé,Électronique,Produit_Électronique_33,264.61,1,0.16,3.45,Carte,Instagram Ads,12.45,Livrée,264.61,222.2724,0.15,33.34086,17.44086,2025-07,0,13,2969.3896
CMD103927,2025-10-27,C0196,Kinshasa,Mode,Produit_Mode_35,29.58,2,0.2,6.17,Paiement à la livraison,Google Ads,3.73,Livrée,59.16,47.328,0.45,21.297600000000003,11.397600000000002,2025-10,0,19,5367.5336
CMD103928,2025-12-12,C0985,Brazzaville,Maison,Produit_Maison_14,64.67,3,0.07,6.89,Carte,Instagram Ads,5.37,Livrée,194.01,180.42929999999998,0.3,54.128789999999995,41.86879,2025-12,0,1,180.42929999999998
CMD103929,2025-07-26,C0157,Abidjan,Maison,Produit_Maison_50,26.51,3,0.28,9.8,Carte,Instagram Ads,13.67,Livrée,79.53,57.2616,0.3,17.17848,-6.29152,2025-07,0,26,11553.7392
CMD103930,2025-08-17,C0607,Abidjan,Beauté,Produit_Beauté_33,10.73,2,0.08,3.52,Virement,Instagram Ads,5.75,Livrée,21.46,19.7432,0.5,9.8716,0.6016000000000012,2025-08,0,3,162.76319999999998
CMD103931,2025-09-22,C1375,Kinshasa,Mode,Produit_Mode_11,41.38,1,0.26,3.75,Carte,Google Ads,7.1,Livrée,41.38,30.6212,0.45,13.77954,2.929540000000001,2025-09,0,2,75.51320000000001
CMD103932,2025-11-22,C0132,Kinshasa,Maison,Produit_Maison_44,114.98,1,0.17,4.89,Paiement à la livraison,Instagram Ads,6.08,Livrée,114.98,95.43339999999999,0.3,28.63002,17.660019999999996,2025-11,0,18,6212.384099999999
CMD103934,2025-11-10,C0093,Douala,Mode,Produit_Mode_1,12.64,1,0.24,6.03,Mobile Money,Instagram Ads,5.29,Livrée,12.64,9.6064,0.45,4.3228800000000005,-6.99712,2025-11,0,15,4226.5799
CMD103935,2025-10-23,C0772,Lomé,Électronique,Produit_Électronique_31,438.43,1,0.15,9.23,Mobile Money,Instagram Ads,11.88,Livrée,438.43,372.6655,0.15,55.899825,34.789825,2025-10,0,4,1158.666
CMD103936,2025-07-18,C1446,Kinshasa,Maison,Produit_Maison_14,126.73,1,0.1,8.56,Virement,Google Ads,6.49,Livrée,126.73,114.057,0.3,34.2171,19.167099999999998,2025-07,0,8,2934.9114000000004
CMD103937,2025-11-18,C0821,Cotonou,Beauté,Produit_Beauté_23,33.3,1,0.01,6.47,Mobile Money,Influenceur,18.69,Livrée,33.3,32.967,0.5,16.4835,-8.6765,2025-11,0,2,496.5800999999999
CMD103938,2025-12-02,C0270,Abidjan,Électronique,Produit_Électronique_39,399.99,1,0.03,9.02,Paiement à la livraison,Email,0.74,Livrée,399.99,387.9903,0.15,58.198544999999996,48.438545,2025-12,0,12,2469.4745
CMD103939,2025-07-14,C0343,Libreville,Mode,Produit_Mode_34,52.63,1,0.29,3.32,Virement,Instagram Ads,10.31,Livrée,52.63,37.3673,0.45,16.815285,3.1852849999999986,2025-07,0,15,3601.5803
CMD103940,2025-11-11,C1211,Abidjan,Mode,Produit_Mode_4,70.91,1,0.24,5.99,Mobile Money,Google Ads,3.42,Livrée,70.91,53.8916,0.45,24.25122,14.841220000000002,2025-11,0,1,53.8916
CMD103941,2025-12-25,C0189,Kinshasa,Maison,Produit_Maison_1,71.84,3,0.04,4.34,Virement,Email,1.53,Livrée,215.52,206.8992,0.3,62.06976,56.19976,2025-12,0,18,3040.0008
CMD103942,2025-09-27,C1407,Abidjan,Mode,Produit_Mode_31,19.61,2,0.28,9.97,Mobile Money,Google Ads,7.66,Livrée,39.22,28.2384,0.45,12.707279999999999,-4.922720000000002,2025-09,0,3,306.1497
CMD103943,2025-08-21,C0380,Cotonou,Mode,Produit_Mode_39,44.65,3,0.3,4.97,Virement,Email,1.07,Livrée,133.95,93.76499999999999,0.45,42.19425,36.15425,2025-08,0,17,2582.6647000000003
CMD103944,2025-10-24,C0131,Abidjan,Électronique,Produit_Électronique_13,291.59,3,0.09,5.19,Virement,Influenceur,6.32,Livrée,874.77,796.0407,0.15,119.406105,107.896105,2025-10,0,20,7183.2244
CMD103945,2025-12-22,C0658,Douala,Électronique,Produit_Électronique_33,443.02,3,0.27,6.97,Paiement à la livraison,Instagram Ads,10.69,Retournée,1329.06,970.2138,0.15,145.53207,127.87207000000001,2025-12,1,3,2032.2057
CMD103946,2025-11-30,C1023,Cotonou,Maison,Produit_Maison_17,80.13,1,0.05,2.24,Virement,Email,1.44,Livrée,80.13,76.12349999999999,0.3,22.837049999999998,19.157049999999995,2025-11,0,3,228.1423
CMD103947,2025-08-10,C0039,Kinshasa,Beauté,Produit_Beauté_16,30.02,2,0.01,6.09,Carte,Email,0.72,Livrée,60.04,59.4396,0.5,29.7198,22.9098,2025-08,0,18,3230.4673
CMD103948,2025-11-12,C0092,Cotonou,Mode,Produit_Mode_48,38.77,3,0.09,4.37,Paiement à la livraison,Instagram Ads,10.13,Livrée,116.31,105.8421,0.45,47.628945,33.128945,2025-11,0,16,4145.952
CMD103949,2025-08-03,C0105,Kinshasa,Maison,Produit_Maison_12,137.09,2,0.07,6.37,Mobile Money,Influenceur,7.4,Livrée,274.18,254.98739999999998,0.3,76.49622,62.72621999999999,2025-08,0,20,2666.6832
CMD103950,2025-12-12,C0052,Douala,Mode,Produit_Mode_30,52.98,3,0.18,8.56,Carte,Influenceur,14.39,Annulée,158.94,0.0,0.45,0.0,-14.39,2025-12,0,19,3091.565
CMD103951,2025-10-03,C1003,Abidjan,Mode,Produit_Mode_32,29.24,1,0.26,9.77,Carte,Instagram Ads,8.87,Livrée,29.24,21.6376,0.45,9.73692,-8.90308,2025-10,0,4,189.0634
CMD103952,2025-07-28,C0029,Abidjan,Maison,Produit_Maison_40,104.82,2,0.12,3.25,Mobile Money,Instagram Ads,6.63,Livrée,209.64,184.48319999999998,0.3,55.34495999999999,45.46495999999999,2025-07,0,12,4340.956099999999
CMD103953,2025-11-17,C0147,Abidjan,Maison,Produit_Maison_37,138.68,1,0.01,7.12,Paiement à la livraison,Email,1.09,Livrée,138.68,137.2932,0.3,41.187960000000004,32.97796,2025-11,0,11,2457.8143
CMD103954,2025-11-19,C0191,Dakar,Maison,Produit_Maison_28,69.29,1,0.07,2.16,Carte,Influenceur,5.27,Livrée,69.29,64.4397,0.3,19.33191,11.90191,2025-11,0,20,6295.508
CMD103955,2025-11-26,C0299,Dakar,Électronique,Produit_Électronique_12,256.6,1,0.06,3.94,Mobile Money,Google Ads,7.64,Livrée,256.6,241.204,0.15,36.1806,24.6006,2025-11,0,22,6454.0234
CMD103956,2025-07-08,C1529,Abidjan,Électronique,Produit_Électronique_7,237.62,2,0.09,7.08,Carte,Influenceur,6.35,Livrée,475.24,432.46840000000003,0.15,64.87026,51.44026,2025-07,0,4,765.1845000000001
CMD103957,2025-09-07,C0203,Kinshasa,Mode,Produit_Mode_4,30.7,1,0.17,8.5,Carte,Instagram Ads,8.76,Livrée,30.7,25.480999999999998,0.45,11.46645,-5.79355,2025-09,0,22,3635.4173
CMD103958,2025-10-17,C0036,Douala,Mode,Produit_Mode_14,43.75,2,0.15,9.03,Carte,Google Ads,5.59,Livrée,87.5,74.375,0.45,33.46875,18.84875,2025-10,0,13,3846.4510999999998
CMD103959,2025-07-21,C0099,Dakar,Beauté,Produit_Beauté_22,21.62,1,0.05,7.97,Carte,Email,1.36,Livrée,21.62,20.539,0.5,10.2695,0.9395000000000009,2025-07,0,14,2598.5957
CMD103960,2025-12-23,C0016,Kinshasa,Électronique,Produit_Électronique_14,712.62,3,0.01,7.35,Mobile Money,Email,1.07,Livrée,2137.86,2116.4814,0.15,317.47221,309.05221,2025-12,0,18,5880.4164
CMD103961,2025-08-17,C0234,Lomé,Électronique,Produit_Électronique_25,472.54,2,0.08,9.27,Virement,Google Ads,6.03,Livrée,945.08,869.4736,0.15,130.42104,115.12104000000001,2025-08,0,21,5739.3765
CMD103962,2025-11-25,C0057,Abidjan,Mode,Produit_Mode_11,61.53,2,0.06,5.85,Paiement à la livraison,Google Ads,6.82,Livrée,123.06,115.6764,0.45,52.05438,39.38438,2025-11,0,16,3420.0787
CMD103963,2025-11-22,C0227,Kinshasa,Électronique,Produit_Électronique_36,415.11,1,0.01,4.17,Mobile Money,Google Ads,3.03,Livrée,415.11,410.9589,0.15,61.643835,54.443835,2025-11,0,18,3352.3787
CMD103964,2025-07-02,C0288,Abidjan,Électronique,Produit_Électronique_49,915.86,2,0.09,5.53,Paiement à la livraison,Influenceur,9.28,Retournée,1831.72,1666.8652000000002,0.15,250.02978000000002,235.21978000000001,2025-07,1,13,3870.3156000000004
CMD103965,2025-09-22,C0080,Kinshasa,Électronique,Produit_Électronique_7,50.0,1,0.08,8.78,Virement,Google Ads,3.29,Livrée,50.0,46.0,0.15,6.8999999999999995,-5.17,2025-09,0,17,3881.7312
CMD103966,2025-12-26,C1511,Kinshasa,Mode,Produit_Mode_30,56.84,1,0.06,4.32,Mobile Money,Email,1.76,Livrée,56.84,53.4296,0.45,24.04332,17.96332,2025-12,0,4,1726.5472
CMD103967,2025-12-27,C0388,Cotonou,Beauté,Produit_Beauté_11,17.72,3,0.27,2.61,Carte,Instagram Ads,9.52,Livrée,53.16,38.806799999999996,0.5,19.403399999999998,7.273399999999999,2025-12,0,15,3222.1389
CMD103968,2025-11-24,C0198,Douala,Beauté,Produit_Beauté_50,33.62,2,0.05,2.43,Virement,Email,0.7,Livrée,67.24,63.87799999999999,0.5,31.938999999999997,28.808999999999997,2025-11,0,14,2585.2632
CMD103969,2025-11-22,C0121,Kinshasa,Électronique,Produit_Électronique_46,303.83,3,0.23,5.83,Paiement à la livraison,Instagram Ads,6.52,Retournée,911.49,701.8473,0.15,105.277095,92.92709500000001,2025-11,1,16,4246.1565
CMD103970,2025-10-16,C0330,Kinshasa,Mode,Produit_Mode_30,50.0,2,0.29,6.77,Mobile Money,Instagram Ads,6.23,Livrée,100.0,71.0,0.45,31.95,18.95,2025-10,0,24,4800.608200000001
CMD103971,2025-08-12,C0155,Cotonou,Mode,Produit_Mode_38,47.58,3,0.1,3.23,Mobile Money,Influenceur,4.78,Livrée,142.74,128.466,0.45,57.80970000000001,49.79970000000001,2025-08,0,17,3792.9892
CMD103972,2025-11-03,C0383,Kinshasa,Électronique,Produit_Électronique_2,50.0,1,0.2,6.36,Virement,Instagram Ads,10.33,Livrée,50.0,40.0,0.15,6.0,-10.690000000000001,2025-11,0,15,2794.3654
CMD103973,2025-10-24,C1035,Abidjan,Mode,Produit_Mode_20,28.81,1,0.26,9.8,Paiement à la livraison,Email,0.74,Livrée,28.81,21.319399999999998,0.45,9.593729999999999,-0.9462700000000017,2025-10,0,2,402.84499999999997
CMD103974,2025-07-01,C0253,Kinshasa,Mode,Produit_Mode_2,35.79,1,0.15,4.41,Paiement à la livraison,Instagram Ads,11.13,Livrée,35.79,30.421499999999998,0.45,13.689675,-1.8503250000000016,2025-07,0,12,1141.0839
CMD103975,2025-08-13,C0005,Abidjan,Électronique,Produit_Électronique_37,441.37,3,0.08,5.81,Carte,Google Ads,7.46,Livrée,1324.1100000000001,1218.1812000000002,0.15,182.72718000000003,169.45718000000002,2025-08,0,22,6814.379800000001
CMD103976,2025-08-13,C0084,Brazzaville,Électronique,Produit_Électronique_24,527.13,1,0.03,5.24,Carte,Email,1.47,Livrée,527.13,511.3161,0.15,76.69741499999999,69.987415,2025-08,0,16,2583.5119
CMD103977,2025-09-15,C0487,Douala,Mode,Produit_Mode_38,50.0,2,0.28,3.06,Carte,Email,1.68,Livrée,100.0,72.0,0.45,32.4,27.66,2025-09,0,4,1355.6555
CMD103978,2025-08-27,C0080,Cotonou,Mode,Produit_Mode_16,48.96,2,0.07,9.64,Mobile Money,Google Ads,5.26,Livrée,97.92,91.06559999999999,0.45,40.979519999999994,26.079519999999995,2025-08,0,17,3881.7312
CMD103979,2025-08-22,C0085,Kinshasa,Mode,Produit_Mode_3,57.76,3,0.24,3.99,Carte,Email,1.43,Livrée,173.28,131.6928,0.45,59.26176,53.84176,2025-08,0,17,4530.4989
CMD103980,2025-08-09,C1855,Abidjan,Électronique,Produit_Électronique_23,50.0,2,0.03,3.19,Virement,Email,0.8,Livrée,100.0,97.0,0.15,14.549999999999999,10.559999999999999,2025-08,0,3,717.964
CMD103981,2025-07-16,C0373,Libreville,Beauté,Produit_Beauté_19,24.33,2,0.05,7.67,Virement,Influenceur,10.06,Livrée,48.66,46.227,0.5,23.1135,5.383499999999998,2025-07,0,21,3863.3576000000003
CMD103982,2025-09-23,C1398,Kinshasa,Beauté,Produit_Beauté_26,29.06,3,0.1,6.13,Mobile Money,Instagram Ads,13.06,Livrée,87.17999999999999,78.46199999999999,0.5,39.230999999999995,20.04099999999999,2025-09,0,5,2364.2424
CMD103983,2025-11-26,C0283,Abidjan,Maison,Produit_Maison_45,115.78,1,0.06,9.16,Virement,Influenceur,7.64,Livrée,115.78,108.83319999999999,0.3,32.64995999999999,15.849959999999992,2025-11,0,18,4693.4809000000005
CMD103984,2025-08-23,C1546,Cotonou,Électronique,Produit_Électronique_11,326.16,3,0.08,3.66,Mobile Money,Instagram Ads,13.91,Livrée,978.48,900.2016000000001,0.15,135.03024000000002,117.46024000000003,2025-08,0,2,938.6424000000001
CMD103985,2025-09-14,C0807,Kinshasa,Électronique,Produit_Électronique_9,517.61,2,0.1,8.06,Paiement à la livraison,Instagram Ads,6.06,Livrée,1035.22,931.6980000000001,0.15,139.7547,125.63470000000001,2025-09,0,3,1057.0084000000002
CMD103986,2025-07-02,C0054,Kinshasa,Maison,Produit_Maison_8,213.68,2,0.06,8.26,Mobile Money,Google Ads,3.93,Livrée,427.36,401.7184,0.3,120.51551999999998,108.32551999999997,2025-07,0,22,8086.615199999999
CMD103987,2025-08-02,C1615,Kinshasa,Maison,Produit_Maison_6,74.0,3,0.29,6.38,Virement,Instagram Ads,6.18,Livrée,222.0,157.62,0.3,47.286,34.726,2025-08,0,3,327.78450000000004
CMD103988,2025-08-11,C0117,Abidjan,Mode,Produit_Mode_49,39.68,1,0.17,8.82,Virement,Email,1.25,Livrée,39.68,32.9344,0.45,14.820479999999998,4.750479999999998,2025-08,0,16,6956.0992
CMD103989,2025-12-01,C0313,Brazzaville,Électronique,Produit_Électronique_4,593.22,1,0.06,8.3,Mobile Money,Email,1.51,Livrée,593.22,557.6268,0.15,83.64402,73.83402,2025-12,0,22,5876.8806
CMD103990,2025-07-31,C0254,Abidjan,Beauté,Produit_Beauté_31,28.94,2,0.23,8.52,Carte,Instagram Ads,11.28,Livrée,57.88,44.567600000000006,0.5,22.283800000000003,2.483800000000004,2025-07,0,15,3649.3196
CMD103991,2025-10-26,C0190,Brazzaville,Mode,Produit_Mode_1,26.63,3,0.12,2.58,Carte,Google Ads,4.15,Livrée,79.89,70.3032,0.45,31.636440000000004,24.906440000000003,2025-10,0,14,1447.9927
CMD103992,2025-10-07,C0396,Kinshasa,Maison,Produit_Maison_37,122.22,3,0.08,9.96,Carte,Google Ads,3.47,Livrée,366.65999999999997,337.3272,0.3,101.19816,87.76816,2025-10,0,19,1583.6083
CMD103993,2025-08-22,C0700,Kinshasa,Maison,Produit_Maison_38,197.19,1,0.1,2.42,Carte,Influenceur,15.87,Livrée,197.19,177.471,0.3,53.2413,34.9513,2025-08,0,4,1079.743
CMD103995,2025-11-01,C0369,Lomé,Beauté,Produit_Beauté_18,22.26,3,0.1,9.72,Paiement à la livraison,Instagram Ads,5.75,Livrée,66.78,60.102000000000004,0.5,30.051000000000002,14.581000000000003,2025-11,0,24,7385.9844
CMD103996,2025-10-30,C0341,Kinshasa,Beauté,Produit_Beauté_17,18.97,1,0.1,5.85,Paiement à la livraison,Google Ads,3.87,Livrée,18.97,17.073,0.5,8.5365,-1.1834999999999996,2025-10,0,11,3744.3512
CMD103997,2025-10-07,C0072,Brazzaville,Électronique,Produit_Électronique_8,50.0,1,0.0,2.1,Paiement à la livraison,Email,0.89,Livrée,50.0,50.0,0.15,7.5,4.510000000000001,2025-10,0,18,3000.969
CMD103998,2025-10-23,C0468,Dakar,Mode,Produit_Mode_43,32.46,2,0.07,9.67,Mobile Money,Instagram Ads,9.88,Retournée,64.92,60.3756,0.45,27.16902,7.619020000000001,2025-10,1,3,610.6126
CMD103999,2025-11-14,C0645,Abidjan,Maison,Produit_Maison_4,126.16,2,0.22,5.08,Virement,Instagram Ads,13.53,Livrée,252.32,196.8096,0.3,59.04288,40.43288,2025-11,0,2,245.57459999999998
